,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Athens,Athens,GPE,0.00000000,0.00000000,en,1.00000000,4003366-1,264371,P,37.98376000,23.72784000,EUROPE-AFRICA,Greece,MED
Fátima,Fátima,GPE,0.50000000,0.50000000,en,1.00000000,5052823-3,2268326,P,39.62071000,-8.65237000,EUROPE-AFRICA,Portugal,MED
Vila Real,Vila Real,GPE,0.10000000,0.15000000,en,1.00000000,4685444-7,2732438,P,41.30062000,-7.74413000,EUROPE-AFRICA,Portugal,MED
Lezíria,Lezíria,GPE,0.00000000,0.50000000,en,1.00000000,,2267073,P,39.20305000,-8.67018000,EUROPE-AFRICA,Portugal,MED
the Arunca River,the Arunca River,LOC,0.20000000,0.45000000,en,1.00000000,,0,,,,,,
Soure,Soure,LOC,0.00000000,0.00000000,en,1.00000000,5328154-8,3456115,P,-11.23333000,-38.48333000,SOUTH-AMERICA,Brazil,NES
Liberdade,Liberdade,GPE,0.50000000,0.50000000,en,1.00000000,,6321527,A,-22.01634000,-44.34756000,SOUTH-AMERICA,Brazil,SES
Lousal,Lousal,GPE,0.20000000,1.00000000,en,1.00000000,,2266954,P,38.04478000,-8.42404000,EUROPE-AFRICA,Portugal,MED
Grândola,Grândola,LOC,0.20000000,1.00000000,en,1.00000000,1073876446,6534475,P,46.02488000,9.21274000,EUROPE,Italy,WCE
Régua,Régua,GPE,-0.11250000,0.38750000,en,1.00000000,,2736316,P,41.16318000,-7.78901000,EUROPE-AFRICA,Portugal,MED
the Central Region,the Central Region,LOC,0.05000000,0.27500000,en,1.00000000,,0,,,,,,
Porto Alegre City Hall,Porto Alegre City Hall,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Boston,Boston,GPE,-0.09621212,0.40984848,en,1.00000000,4007840-1,4930956,P,42.35843000,-71.05977000,NORTH-AMERICA,United States,ENA
Margaret River,Margaret River,GPE,0.00000000,0.50000000,en,1.00000000,,7731270,S,-33.93060000,115.10000000,OCEANIA,Australia,SAU
Juno,Juno,GPE,0.70000000,0.85000000,en,1.00000000,4198801-2,5554072,P,58.30194000,-134.41972000,NORTH-AMERICA,United States,NWN
Southeast Region,Southeast Region,LOC,-0.05000000,0.51250000,en,1.00000000,,11497301,L,10.75053000,106.75050000,ASIA,Vietnam,SEA
António,António,GPE,0.80000000,0.75000000,en,1.00000000,,2410805,P,1.63943000,7.41951000,AFRICA,Sao Tome and Principe,WAF
Croatia,Croatia,GPE,0.00000000,0.00000000,en,1.00000000,4073841-3,3202326,A,45.16667000,15.50000000,EUROPE,Croatia,WCE
Ancelotti,Ancelotti,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Narelle,Narelle,GPE,0.00000000,0.50000000,en,1.00000000,,8800293,S,-27.07557000,148.69416000,OCEANIA,Australia,EAU
Shark Bay,Shark Bay,LOC,0.30000000,0.90000000,en,1.00000000,4639597-0,12097302,L,-24.86639000,112.78010000,OCEANIA,Australia,CAU
Entre Douro,Entre Douro,GPE,0.01200000,0.32800000,en,1.00000000,,11817966,S,41.32563000,-8.67512000,EUROPE-AFRICA,Portugal,MED
Monaco,Monaco,GPE,0.25000000,0.33333333,en,1.00000000,4040031-1,2993457,A,43.73141000,7.41903000,EUROPE-AFRICA,Monaco,MED
Birmingham,Birmingham,GPE,0.00000000,0.00000000,en,1.00000000,4006934-5,2655603,P,52.48142000,-1.89983000,EUROPE,United Kingdom,NEU
Joinville,Joinville,GPE,0.00000000,0.00000000,en,1.00000000,4780214-5,3459712,P,-26.30444000,-48.84556000,SOUTH-AMERICA,Brazil,SES
Laguna Seca,Laguna Seca,GPE,0.34943182,0.60227273,en,1.00000000,,9533159,L,16.01568000,-91.22526000,CENTRAL-AMERICA,Guatemala,SCA
Las Vegas,Las Vegas,GPE,0.33333333,0.53333333,en,1.00000000,4034659-6,5506956,P,36.17497000,-115.13722000,NORTH-AMERICA,United States,WNA
the Ridanna Valley,the Ridanna Valley,LOC,-0.25000000,0.20000000,en,1.00000000,,0,,,,,,
Oahu,Oahu,GPE,-0.05000000,0.66190476,en,1.00000000,4434640-2,4034107,T,-17.73333000,-149.53333000,PACIFIC,French Polynesia,SPO
the City of SP,the City of SP,GPE,0.00000000,0.00000000,en,1.00000000,4051667-2,3448439,P,-23.54750000,-46.63611000,SOUTH-AMERICA,Brazil,SES
India,India,GPE,0.00000000,0.00000000,en,1.00000000,4026722-2,1269750,A,22.00000000,79.00000000,ASIA,India,SAS
the Madeira Archipelago,the Madeira Archipelago,LOC,0.10000000,0.81250000,en,1.00000000,,0,,,,,,
Greater São Paulo,Greater São Paulo,GPE,0.01212121,0.58484848,en,1.00000000,,6618004,S,51.51386000,-0.09830000,EUROPE,United Kingdom,NEU
Hormuz,Hormuz,GPE,-0.05000000,0.11250000,en,1.00000000,4072627-7,287878,H,26.56667000,56.25000000,ASIA,Oman,WCA
Northern Irish,Northern Irish,LOC,-0.25000000,0.15000000,en,1.00000000,4027667-3,2963597,A,53.00000000,-8.00000000,EUROPE,Ireland,NEU
Southeastern states,Southeastern states,LOC,0.00000000,0.50000000,en,1.00000000,,12217832,L,42.50028000,-83.68889000,NORTH-AMERICA,United States,ENA
the United Arab Emirates,the United Arab Emirates,GPE,0.00000000,0.00000000,en,1.00000000,,8469718,T,25.22231000,55.17181000,ASIA,United Arab Emirates,ARP
Seville,Seville,GPE,0.00000000,0.00000000,en,1.00000000,4054671-8,2510911,P,37.38283000,-5.97317000,EUROPE-AFRICA,Spain,MED
Griezmann,Griezmann,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Munich,Munich,GPE,0.00000000,0.30000000,en,1.00000000,4245720-8,2867714,P,48.13743000,11.57549000,EUROPE,Germany,WCE
Pakistan,Pakistan,GPE,0.00000000,0.00000000,en,1.00000000,4075812-6,1168579,A,30.00000000,70.00000000,ASIA,Pakistan,WCA
Yellowstone,Yellowstone,GPE,-0.10000000,0.40000000,en,1.00000000,4450630-2,5640350,P,45.78329000,-108.50069000,NORTH-AMERICA,United States,WNA
Ciudad del Este,Ciudad del Este,GPE,0.00000000,0.00000000,en,1.00000000,4542252-7,3439101,P,-25.50360000,-54.65067000,SOUTH-AMERICA,Paraguay,SES
Lyrid,Lyrid,GPE,0.03888889,0.31111111,en,1.00000000,,0,,,,,,
São Paulo's,São Paulo's,GPE,0.00000000,0.00000000,en,1.00000000,4264280-2,3467865,P,-22.90556000,-47.06083000,SOUTH-AMERICA,Brazil,SES
the Mariana Islands,the Mariana Islands,LOC,0.00000000,0.00000000,en,1.00000000,,4041422,L,15.21400000,145.75950000,PACIFIC,Northern Mariana Islands,NPO
Magyar,Magyar,GPE,0.00000000,0.00000000,en,1.00000000,4078541-5,719819,A,47.00000000,20.00000000,EUROPE,Hungary,WCE
the Cavaco River,the Cavaco River,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Christmas Island,Christmas Island,GPE,0.51818182,0.72727273,en,1.00000000,4219436-2,2078138,A,-10.50000000,105.66667000,INDIAN,Christmas Island,SIO
Ushuaia,Ushuaia,GPE,0.00000000,0.00000000,en,1.00000000,4467361-9,3833367,P,-54.81084000,-68.31591000,SOUTH-AMERICA,Argentina,SSA
life/,life/,GPE,0.00000000,0.06666667,en,1.00000000,,890273,L,-18.00000000,29.50000000,AFRICA,Zimbabwe,ESAF
Tel Aviv,Tel Aviv,GPE,0.20000000,0.20000000,en,1.00000000,4119545-0,293397,P,32.08088000,34.78057000,EUROPE-AFRICA,Israel,MED
Peñarol,Peñarol,GPE,0.00000000,1.00000000,en,1.00000000,,3441205,P,-34.81667000,-56.18333000,SOUTH-AMERICA,Uruguay,SES
Riobaldo,Riobaldo,GPE,0.33333333,0.33333333,en,1.00000000,,0,,,,,,
the Rio Omerê Indigenous Land,the Rio Omerê Indigenous Land,GPE,0.17500000,0.21666667,en,1.00000000,,0,,,,,,
the United States National Oceanic,the United States National Oceanic,GPE,0.06818182,0.22727273,en,1.00000000,,4775488,S,38.97539000,-77.48166000,NORTH-AMERICA,United States,ENA
U.S.,U.S.,GPE,0.16000000,0.54000000,en,1.00000000,,0,,,,,,
Minas Gerais',Minas Gerais',GPE,-0.15000000,0.20000000,en,1.00000000,4039398-7,3457153,A,-18.00000000,-44.00000000,SOUTH-AMERICA,Brazil,NES
Sinai,Sinai,GPE,0.00000000,0.00000000,en,1.00000000,4055075-8,361546,P,31.13159000,33.79844000,EUROPE-AFRICA,Egypt,MED
Caldas da,Caldas da,GPE,-0.26250000,0.38750000,en,1.00000000,,3687951,A,5.26667000,-75.33333000,SOUTH-AMERICA,Colombia,NWS
Campanha,Campanha,LOC,0.05000000,0.24444444,en,1.00000000,4570229-9,2741667,P,41.15706000,-8.57466000,EUROPE-AFRICA,Portugal,MED
Marvvila,Marvvila,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Canadian Arctic,the Canadian Arctic,LOC,-0.12500000,0.45000000,en,1.00000000,,0,,,,,,
Massachusetts,Massachusetts,GPE,0.50000000,0.50000000,en,1.00000000,4037858-5,6254926,A,42.36565000,-71.10832000,NORTH-AMERICA,United States,ENA
Hernando,Hernando,GPE,0.50000000,0.50000000,en,1.00000000,,4173838,P,28.47688000,-82.52546000,NORTH-AMERICA,United States,ENA
Matchdays,Matchdays,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Bragantino x Athletico,Bragantino x Athletico,GPE,0.13636364,0.50000000,en,1.00000000,,0,,,,,,
Senegal,Senegal,GPE,0.00000000,0.00000000,en,1.00000000,4054529-5,2245662,A,14.50000000,-14.25000000,AFRICA,Senegal,WAF
MG,MG,GPE,0.12500000,0.20000000,en,1.00000000,,0,,,,,,
the Zona da Mata,the Zona da Mata,LOC,0.00000000,0.00000000,en,1.00000000,,12070295,L,-21.03060000,-42.80089000,SOUTH-AMERICA,Brazil,SES
Azores Islands,Azores Islands,GPE,-0.06250000,0.18750000,en,1.00000000,,3373385,T,37.74058000,-25.67282000,ATLANTIC,Portugal,NAO
New York City City Hall,New York City City Hall,GPE,0.06818182,0.26060606,en,1.00000000,,5116980,L,40.70731000,-74.01026000,NORTH-AMERICA,United States,ENA
Central Park,Central Park,LOC,0.06818182,0.35227273,en,1.00000000,,4895876,P,42.18169000,-87.80034000,NORTH-AMERICA,United States,ENA
Hudson River,Hudson River,LOC,0.06818182,0.35227273,en,1.00000000,4122589-2,8298905,S,56.03388000,-121.98635000,NORTH-AMERICA,Canada,NWN
Dubai,Dubai,GPE,0.00000000,0.00000000,en,1.00000000,4204044-9,292223,P,25.07725000,55.30927000,ASIA,United Arab Emirates,ARP
Divino,Divino,LOC,0.00000000,0.00000000,en,1.00000000,,6321336,A,-18.71237000,-41.49160000,SOUTH-AMERICA,Brazil,NES
Caldas-SC Braga,Caldas-SC Braga,GPE,-0.20000000,0.40000000,en,1.00000000,,0,,,,,,
Enem,Enem,GPE,0.20000000,0.65000000,en,1.00000000,,563472,P,44.92640000,38.90584000,EUROPE-AFRICA,Russia,MED
Ítalo,Ítalo,GPE,0.00000000,0.00000000,en,1.00000000,,2308821,T,0.92409000,9.33766000,AFRICA,Equatorial Guinea,CAF
de Advocacia,de Advocacia,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
the Copa Brasil,the Copa Brasil,GPE,0.00000000,0.00000000,en,1.00000000,,3454723,P,-15.70000000,-41.03333000,SOUTH-AMERICA,Brazil,NES
Caramulo,Caramulo,GPE,0.00000000,0.00000000,en,1.00000000,4674029-6,2741516,P,40.57194000,-8.16974000,EUROPE-AFRICA,Portugal,MED
the State of São Paulo,the State of São Paulo,GPE,-0.14375000,0.40625000,en,1.00000000,,9257717,S,-22.81640000,-47.06879000,SOUTH-AMERICA,Brazil,SES
Brooklyn,Brooklyn,GPE,0.13333333,0.63888889,en,1.00000000,4224069-4,5110302,P,40.65010000,-73.94958000,NORTH-AMERICA,United States,ENA
Greater SP,Greater SP,LOC,0.10000000,0.45000000,en,1.00000000,,10230717,S,-6.14733000,106.81725000,ASIA,Indonesia,SEA
Le Mans,Le Mans,GPE,0.00000000,0.00000000,en,1.00000000,4035301-1,3003603,P,48.00210000,0.20251000,EUROPE,France,WCE
Beira,Beira,GPE,0.00000000,0.00000000,en,1.00000000,4080326-0,1052373,P,-19.84361000,34.83889000,AFRICA,Mozambique,ESAF
the east zone,the east zone,LOC,0.00000000,0.00000000,en,1.00000000,,7670721,A,9.51928000,36.75762000,AFRICA,Ethiopia,NEAF
CGE-SP,CGE-SP,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
east zone,east zone,GPE,0.00000000,0.00000000,en,1.00000000,,1282836,A,27.23333000,86.66667000,ASIA,Nepal,TIB
Douro,Douro,GPE,0.00000000,0.00000000,en,1.00000000,,7701505,H,41.14273000,-8.66032000,EUROPE-AFRICA,Portugal,MED
Nazaré,Nazaré,GPE,0.00000000,1.00000000,en,1.00000000,4266003-8,3456366,P,-13.03500000,-39.01444000,SOUTH-AMERICA,Brazil,NES
Pico,Pico,GPE,0.00000000,0.00000000,en,1.00000000,,3372782,T,38.46860000,-28.39919000,ATLANTIC,Portugal,NAO
Anguilla,Anguilla,GPE,0.00000000,0.00000000,en,1.00000000,4426211-5,3573511,A,18.21667000,-63.05000000,CENTRAL-AMERICA,Anguilla,CAR
Guyana,Guyana,GPE,0.00000000,0.00000000,en,1.00000000,4072186-3,3378535,A,5.00000000,-59.00000000,SOUTH-AMERICA,Guyana,NSA
Hama,Hama,GPE,0.21428571,0.64285714,en,1.00000000,4089137-9,170017,P,35.13179000,36.75783000,EUROPE-AFRICA,Syria,MED
Cabo Frio,Cabo Frio,GPE,0.00000000,0.00000000,en,1.00000000,1304301-8,3468615,P,-22.88717000,-42.02622000,SOUTH-AMERICA,Brazil,SES
Mount Etna,Mount Etna,GPE,0.55000000,0.70000000,en,1.00000000,,2524810,T,37.75029000,14.99466000,EUROPE-AFRICA,Italy,MED
